,solar,P_solar_max,P_solar_min,P_load,load_min,load_max,SOC_min,SOC_max,P_batt_max,P_batt_min,battery_eta,import_price,export_price,raise_price,lower_price,nu,P_solar,P_meter,P_batt,SOC,Online,import_DOE,export_DOE,upper_IOE,lower_IOE,Upper_DOE_Breach,Lower_DOE_Breach,settled_revenue,aggregator,R_bid,L_bid
2788,-2.7855272847927237,0,-7,2.6969190051984033,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00173,0.05,,,,,,,,,,,,,1,,
2789,-2.492888869179996,0,-7,2.5661339746947003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2790,-2.099781810589092,0,-7,2.463612006920697,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00117,0.00117,0.05,,,,,,,,,,,,,1,,
2791,-1.936666668788892,0,-7,2.378766006252603,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2792,-1.610836377578184,0,-7,2.245695000101397,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2793,-1.399111114602228,0,-7,2.1592979986473004,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2794,-1.5440727242552759,0,-7,2.062199995495803,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2795,-1.813555558526664,0,-7,1.915326009799803,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2796,-1.6363636285636318,0,-7,1.9515899975726971,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2797,-1.396888890526668,0,-7,1.8563250048081028,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2798,-1.201963640995632,0,-7,1.831968002040003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2799,-1.1133333325333332,0,-7,1.645770002091003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2800,-0.9106909105985459,0,-7,1.563230999886597,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00117,0.00117,0.05,,,,,,,,,,,,,1,,
2801,-0.8713333315311119,0,-7,1.416698997068097,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2802,-0.9272727181854552,0,-7,1.3288890005541,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00123,0.00117,0.05,,,,,,,,,,,,,1,,
2803,-0.9311111105844443,0,-7,1.2432389982354,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00163,0.00172,0.05,,,,,,,,,,,,,1,,
2804,-0.8657777865644448,0,-7,1.1057820042654,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00138,0.00278,0.05,,,,,,,,,,,,,1,,
2805,-0.797236370616,0,-7,0.9267539995118971,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00138,0.00117,0.05,,,,,,,,,,,,,1,,
2806,-0.7860000014377776,0,-7,0.6932010049173,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.0015,0.00117,0.05,,,,,,,,,,,,,1,,
2807,-0.7616727187549092,0,-7,0.4542359969904003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00109,0.00117,0.05,,,,,,,,,,,,,1,,
2808,-0.75511110624,0,-7,0.34857600035280034,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00118,0.00117,0.05,,,,,,,,,,,,,1,,
2809,-0.7276363641534539,0,-7,0.3588029979630003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00174,0.00178,0.05,,,,,,,,,,,,,1,,
2810,-0.6606666670933332,0,-7,0.42488699849370004,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00151,0.00178,0.05,,,,,,,,,,,,,1,,
2811,-0.6109090811650908,0,-7,0.418253998644,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.0015,0.00172,0.05,,,,,,,,,,,,,1,,
2812,-0.5762222210511108,0,-7,0.3847890011082003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00174,0.00117,0.05,,,,,,,,,,,,,1,,
2813,-0.5214545449396355,0,-7,0.3795539996592,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00179,0.00117,0.05,,,,,,,,,,,,,1,,
2814,-0.43755555749333275,0,-7,0.38284199937510033,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00211,0.00117,0.05,,,,,,,,,,,,,1,,
2815,-0.34123636235345517,0,-7,0.3434729989619997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00214,0.00117,0.05,,,,,,,,,,,,,1,,
2816,-0.298888888955556,0,-7,0.3004200006810003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00209,0.00164,0.05,,,,,,,,,,,,,1,,
2817,-0.2594181801949092,0,-7,0.30518700013860034,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00206,0.00117,0.05,,,,,,,,,,,,,1,,
2818,-0.21133333512,0,-7,0.304095001365,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00214,0.00117,0.05,,,,,,,,,,,,,1,,
2819,-0.13221818056145399,0,-7,0.30742499889450003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00209,0.00117,0.05,,,,,,,,,,,,,1,,
2820,-0.1013333335599996,0,-7,0.3279000000543003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00214,0.00117,0.05,,,,,,,,,,,,,1,,
2821,-0.059999999661818404,0,-7,0.4574100002145003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00206,0.00117,0.05,,,,,,,,,,,,,1,,
2822,-0.0348888881066664,0,-7,0.4511279980104003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00206,0.00117,0.05,,,,,,,,,,,,,1,,
2823,-0.029018181222546,0,-7,0.44865299964989974,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00225,0.00117,0.05,,,,,,,,,,,,,1,,
2824,0.0,0,-7,0.4485150008534997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.0022,0.00117,0.05,,,,,,,,,,,,,1,,
2825,0.0,0,-7,0.4327650019865997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00225,0.00098,0.05,,,,,,,,,,,,,1,,
2826,0.0,0,-7,0.3109439984411997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.0022,0.00117,0.05,,,,,,,,,,,,,1,,
2827,0.0,0,-7,0.1192800007824003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00211,0.00160862,0.05,,,,,,,,,,,,,1,,
2828,0.0,0,-7,0.25370999966850033,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00179,0.00178,0.05,,,,,,,,,,,,,1,,
2829,0.0,0,-7,0.2635710023216997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00214,0.00145,0.05,,,,,,,,,,,,,1,,
2830,0.0,0,-7,0.2826862347649374,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.00266,0.00098,0.05,,,,,,,,,,,,,1,,
2831,0.0,0,-7,0.44516100178500034,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.32,0.08,0.0032,0.00098,0.05,,,,,,,,,,,,,1,,
2832,0.0,0,-7,0.5037900052857004,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00329,0.00098,0.05,,,,,,,,,,,,,1,,
2833,0.0,0,-7,0.5012699989635,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00614,0.00168,0.05,,,,,,,,,,,,,1,,
2834,0.0,0,-7,0.6105840003051003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00609,0.0018,0.05,,,,,,,,,,,,,1,,
2835,0.0,0,-7,1.277733000415203,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00638,0.00225,0.05,,,,,,,,,,,,,1,,
2836,0.0,0,-7,0.8480759978646,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00429,0.00179,0.05,,,,,,,,,,,,,1,,
2837,0.0,0,-7,0.3155489977452003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.0042,0.00178,0.05,,,,,,,,,,,,,1,,
2838,0.0,0,-7,0.34310399728859997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00512,0.00167,0.05,,,,,,,,,,,,,1,,
2839,0.0,0,-7,0.3814079982426,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00634,0.00179,0.05,,,,,,,,,,,,,1,,
2840,0.0,0,-7,0.2916929995427997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00634,0.0018,0.05,,,,,,,,,,,,,1,,
2841,0.0,0,-7,0.2897760007503,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00623,0.0018,0.05,,,,,,,,,,,,,1,,
2842,0.0,0,-7,0.2874360000456,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00614,0.0018,0.05,,,,,,,,,,,,,1,,
2843,0.0,0,-7,0.2436810036797997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.0101,0.00275,0.05,,,,,,,,,,,,,1,,
2844,0.0,0,-7,0.2413800005595003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.01561582,0.00230012,0.05,,,,,,,,,,,,,1,,
2845,0.0,0,-7,0.49256400178320026,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.02072,0.00272,0.05,,,,,,,,,,,,,1,,
2846,0.0,0,-7,0.32522099865390003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.01037,0.0029,0.05,,,,,,,,,,,,,1,,
2847,0.0,0,-7,0.3551819992350003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.01309,0.00219,0.05,,,,,,,,,,,,,1,,
2848,0.0,0,-7,0.3454139995191,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00945,0.0029,0.05,,,,,,,,,,,,,1,,
2849,0.0,0,-7,0.3548939995443006,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00684818,0.00083,0.05,,,,,,,,,,,,,1,,
2850,0.0,0,-7,0.35634899639070006,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00722,0.00083,0.05,,,,,,,,,,,,,1,,
2851,0.0,0,-7,0.3591270012015,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.0042,0.00242,0.05,,,,,,,,,,,,,1,,
2852,0.0,0,-7,0.3214949995599003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00308,0.00273,0.05,,,,,,,,,,,,,1,,
2853,0.0,0,-7,0.3260190001902003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00709,0.00262,0.05,,,,,,,,,,,,,1,,
2854,0.0,0,-7,0.3209970003351003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00257,0.00159,0.05,,,,,,,,,,,,,1,,
2855,0.0,0,-7,0.3205470007640997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.22,0.08,0.00191,0.00153,0.05,,,,,,,,,,,,,1,,
2856,0.0,0,-7,0.3259290017045997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00151,0.0016,0.05,,,,,,,,,,,,,1,,
2857,0.0,0,-7,0.3960510004323,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00417,0.00262,0.05,,,,,,,,,,,,,1,,
2858,0.0,0,-7,0.6509880009369,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00374,0.00273,0.05,,,,,,,,,,,,,1,,
2859,0.0,0,-7,0.3522329983671003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00225,0.00278,0.05,,,,,,,,,,,,,1,,
2860,0.0,0,-7,0.32837099914620005,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00323,0.00262,0.05,,,,,,,,,,,,,1,,
2861,0.0,0,-7,0.5419380013665003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00254,0.00278,0.05,,,,,,,,,,,,,1,,
2862,0.0,0,-7,0.0418530012914997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00216,0.00417,0.05,,,,,,,,,,,,,1,,
2863,0.0,0,-7,0.1610039930078997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00277,0.00613,0.05,,,,,,,,,,,,,1,,
2864,0.0,0,-7,0.1553039982222003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00282,0.00325,0.05,,,,,,,,,,,,,1,,
2865,0.0,0,-7,0.1568430016013997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00239,0.00262,0.05,,,,,,,,,,,,,1,,
2866,0.0,0,-7,0.1731059989458003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00325,0.00588,0.05,,,,,,,,,,,,,1,,
2867,0.0,0,-7,0.2694749982504003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.0015,0.00592,0.05,,,,,,,,,,,,,1,,
2868,0.0,0,-7,0.2850690003432003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00197,0.00473,0.05,,,,,,,,,,,,,1,,
2869,0.0,0,-7,0.11183700321780031,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00173,0.00273,0.05,,,,,,,,,,,,,1,,
2870,0.0,0,-7,0.1317788637326154,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.00589,0.05,,,,,,,,,,,,,1,,
2871,0.0,0,-7,0.23282401106117612,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00634,0.05,,,,,,,,,,,,,1,,
2872,0.0,0,-7,0.2027279996003997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00325,0.05,,,,,,,,,,,,,1,,
2873,0.0,0,-7,0.1780319996736003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00334,0.05,,,,,,,,,,,,,1,,
2874,0.0,0,-7,0.1665030003153003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00182,0.00769,0.05,,,,,,,,,,,,,1,,
2875,0.0,0,-7,0.8069340130085997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00743,0.05,,,,,,,,,,,,,1,,
2876,0.0,0,-7,0.1877250006504,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00473,0.05,,,,,,,,,,,,,1,,
2877,0.0,0,-7,0.42777900270510033,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00197,0.01025483,0.05,,,,,,,,,,,,,1,,
2878,0.0,0,-7,0.4075222422208995,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00614,0.05,,,,,,,,,,,,,1,,
2879,0.0,0,-7,0.4020292208272716,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00339,0.05,,,,,,,,,,,,,1,,
2880,0.0,0,-7,0.4043999992119003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00589,0.05,,,,,,,,,,,,,1,,
2881,0.0,0,-7,0.34638299977770004,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00182,0.00434,0.05,,,,,,,,,,,,,1,,
2882,0.0,0,-7,0.23102100083969998,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00473,0.05,,,,,,,,,,,,,1,,
2883,0.0,0,-7,0.3483839974511997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00614,0.05,,,,,,,,,,,,,1,,
2884,0.0,0,-7,0.4531890018177,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00654,0.05,,,,,,,,,,,,,1,,
2885,0.0,0,-7,0.3591720037086003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00173,0.00839,0.05,,,,,,,,,,,,,1,,
2886,0.0,0,-7,0.354296998998,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00173,0.0105,0.05,,,,,,,,,,,,,1,,
2887,0.0,0,-7,0.3476550001875003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00197,0.00909,0.05,,,,,,,,,,,,,1,,
2888,0.0,0,-7,0.3376559958744006,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00206,0.00759,0.05,,,,,,,,,,,,,1,,
2889,0.0,0,-7,0.3055199982149997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00237273,0.00618,0.05,,,,,,,,,,,,,1,,
2890,0.0,0,-7,0.3033809990388,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.01469,0.05,,,,,,,,,,,,,1,,
2891,0.0,0,-7,0.301680001161,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.01680428,0.05,,,,,,,,,,,,,1,,
2892,0.0,0,-7,0.29723100042480033,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00197,0.00917,0.05,,,,,,,,,,,,,1,,
2893,0.0,0,-7,0.27511800076829973,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00268,0.00918,0.05,,,,,,,,,,,,,1,,
2894,0.0,0,-7,0.2462220006957,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00268,0.00752,0.05,,,,,,,,,,,,,1,,
2895,0.0,0,-7,0.1817760025845,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.0022,0.00753,0.05,,,,,,,,,,,,,1,,
2896,0.0,0,-7,0.16840500264000002,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.00764,0.05,,,,,,,,,,,,,1,,
2897,0.0,0,-7,0.166500001935,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00209,0.00775,0.05,,,,,,,,,,,,,1,,
2898,0.0,0,-7,0.7615500071969997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00225,0.006,0.05,,,,,,,,,,,,,1,,
2899,0.0,0,-7,0.1724789991786003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00399,0.01298934,0.05,,,,,,,,,,,,,1,,
2900,0.0,0,-7,0.2707769998271997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00239,0.01737,0.05,,,,,,,,,,,,,1,,
2901,0.0,0,-7,0.2786459995923003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00239,0.01748,0.05,,,,,,,,,,,,,1,,
2902,0.0,0,-7,0.22318199789940002,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00226,0.00852,0.05,,,,,,,,,,,,,1,,
2903,0.0,0,-7,0.2763299990436003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00413,0.0143,0.05,,,,,,,,,,,,,1,,
2904,0.0,0,-7,0.19186800021810002,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00282,0.00863,0.05,,,,,,,,,,,,,1,,
2905,0.0,0,-7,0.17208299953770032,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00589,0.00857,0.05,,,,,,,,,,,,,1,,
2906,0.0,0,-7,0.21990600019680032,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00472,0.00838,0.05,,,,,,,,,,,,,1,,
2907,0.0,0,-7,0.2097062258369805,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00366,0.00852,0.05,,,,,,,,,,,,,1,,
2908,0.0,0,-7,0.21368360540065592,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00331,0.00862,0.05,,,,,,,,,,,,,1,,
2909,0.0,0,-7,0.25988399805930035,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.0067,0.05,,,,,,,,,,,,,1,,
2910,0.0,0,-7,0.2935650014955,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.00852,0.05,,,,,,,,,,,,,1,,
2911,0.0,0,-7,0.2929590042761997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00364,0.00754,0.05,,,,,,,,,,,,,1,,
2912,0.0,0,-7,0.29225099973330004,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.00754,0.05,,,,,,,,,,,,,1,,
2913,0.0,0,-7,0.28906200190799997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00282,0.00511,0.05,,,,,,,,,,,,,1,,
2914,0.0,0,-7,0.2559750013095003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00239,0.00367,0.05,,,,,,,,,,,,,1,,
2915,0.0,0,-7,0.2526490827806607,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.00372,0.05,,,,,,,,,,,,,1,,
2916,0.0,0,-7,0.2554915148661231,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.00367,0.05,,,,,,,,,,,,,1,,
2917,0.0,0,-7,0.2549850006359997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.00739,0.05,,,,,,,,,,,,,1,,
2918,0.0,0,-7,0.2519159987871,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.00917,0.05,,,,,,,,,,,,,1,,
2919,0.0,0,-7,0.30630599859930036,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00282,0.00753,0.05,,,,,,,,,,,,,1,,
2920,0.0,0,-7,0.3016469991021003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00291,0.00754,0.05,,,,,,,,,,,,,1,,
2921,0.0,0,-7,0.29370300084990003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00288,0.0064,0.05,,,,,,,,,,,,,1,,
2922,0.0,0,-7,0.24842699965230028,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00339,0.00328,0.05,,,,,,,,,,,,,1,,
2923,0.0,0,-7,0.16874449241550032,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00282,0.006,0.05,,,,,,,,,,,,,1,,
2924,0.0,0,-7,0.1607400038715003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00298,0.00315,0.05,,,,,,,,,,,,,1,,
2925,0.0,0,-7,0.1504620027425997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00341,0.00777,0.05,,,,,,,,,,,,,1,,
2926,0.0,0,-7,0.14241600029279972,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00282,0.00685,0.05,,,,,,,,,,,,,1,,
2927,0.0,0,-7,0.1348500000915,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00288,0.00468,0.05,,,,,,,,,,,,,1,,
2928,0.0,0,-7,0.1607160003581997,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00234,0.00372,0.05,,,,,,,,,,,,,1,,
2929,0.0,0,-7,0.23234999989439972,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00239,0.00745,0.05,,,,,,,,,,,,,1,,
2930,0.0,0,-7,0.23233499720399972,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.00754,0.05,,,,,,,,,,,,,1,,
2931,0.0,0,-7,0.2319089981217003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00216,0.00372,0.05,,,,,,,,,,,,,1,,
2932,0.0,0,-7,0.1946790014514003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00202,0.00372,0.05,,,,,,,,,,,,,1,,
2933,0.0,0,-7,0.1732200002664003,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00193,0.00511,0.05,,,,,,,,,,,,,1,,
2934,0.0,0,-7,0.1664249978286,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00196,0.00622,0.05,,,,,,,,,,,,,1,,
2935,0.0,0,-7,0.1584869994981,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00415,0.00372,0.05,,,,,,,,,,,,,1,,
2936,0.0,0,-7,0.1573779631576275,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00277,0.00754,0.05,,,,,,,,,,,,,1,,
2937,0.0,0,-7,0.16871484816364501,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00239,0.00367,0.05,,,,,,,,,,,,,1,,
2938,0.0,0,-7,0.24621000146549998,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.00609,0.05,,,,,,,,,,,,,1,,
2939,0.0,0,-7,0.4091100026720994,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00226,0.00609,0.05,,,,,,,,,,,,,1,,
2940,0.0,0,-7,0.23639099604779973,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00212,0.0047,0.05,,,,,,,,,,,,,1,,
2941,0.0,0,-7,0.2213309993805,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.00211,0.004,0.05,,,,,,,,,,,,,1,,
2942,0.0,0,-7,0.1585199989305,0.0,43.5,1.32,13.2,5.0,-5.0,0.9,0.15,0.08,0.0024,0.00539,0.05,,,,,,,,,,,,,1,,
