,P_meter,P_solar,P_batt,SOC,Online
6336,0.0,0.0,-0.1233930001869,3.478,1.0
6337,0.11795700091257127,0.0,0.0,3.4665747222049172,1.0
6338,0.1917090008687713,0.0,0.0,3.4665747222049172,1.0
6339,0.198839998724971,0.0,0.0,3.4665747222049172,1.0
6340,0.11084700036057157,0.0,0.0,3.466574722204918,1.0
6341,-9.909069999976273,0.0,-10.000000000000002,3.466574722204918,1.0
6342,0.09416699990157187,0.0,0.0,2.5406487962789925,1.0
6343,0.09799500034707158,0.0,0.0,2.5406487962789925,1.0
6344,0.09679800049587128,0.0,0.0,2.5406487962789925,1.0
6345,9.612974803371344,0.0,9.521135803016172,2.5406487962789925,1.0
6346,0.09672000019197159,0.0,0.0,3.2547339815052054,1.0
6347,0.09799500038097189,0.0,0.0,3.2547339815052054,1.0
6348,0.09217800007737158,0.0,0.0,3.2547339815052068,1.0
6349,0.1646880004040719,0.0,0.0,3.2547339815052068,1.0
6350,0.1774349980439719,0.0,0.0,3.2547339815052068,1.0
6351,0.11259600057567128,0.0,0.0,3.2547339815052068,1.0
6352,0.11270400028167188,0.0,0.0,3.2547339815052068,1.0
6353,0.12352800030837159,0.0,0.0,3.2547339815052068,1.0
6354,0.12315899969067189,0.0,0.0,3.2547339815052068,1.0
6355,0.12116100013377158,0.0,0.0,3.2547339815052068,1.0
6356,0.11664299999187128,0.0,0.0,3.2547339815052068,1.0
6357,0.11928599985177127,0.0,0.0,3.2547339815052068,1.0
6358,0.11733000029397127,0.0,0.0,3.2547339815052068,1.0
6359,0.1203839997611719,0.0,0.0,3.2547339815052068,1.0
6360,0.1354439999720713,0.0,0.0,3.2547339815052068,1.0
6361,0.20644800003837127,0.0,0.0,3.2547339815052068,1.0
6362,0.1895039993210719,0.0,0.0,3.2547339815052068,1.0
6363,0.11927100026877158,0.0,0.0,3.2547339815052068,1.0
6364,0.12377999950797187,0.0,0.0,3.2547339815052068,1.0
6365,0.1284240003416716,0.0,0.0,3.2547339815052068,1.0
6366,0.13596900108177187,0.0,0.0,3.2547339815052068,1.0
6367,0.11445900068577189,0.0,0.0,3.2547339815052068,1.0
6368,0.11988600027777128,0.0,0.0,3.2547339815052085,1.0
6369,0.11263500054897159,0.0,0.0,3.2547339815052085,1.0
6370,0.14887200056097188,0.0,0.0,3.2547339815052085,1.0
6371,0.20389499902197128,0.0,0.0,3.2547339815052103,1.0
6372,0.1776119994380713,0.0,0.0,3.2547339815052103,1.0
6373,0.11725499991597158,0.0,0.0,3.2547339815052103,1.0
6374,0.11353800017937188,0.0,0.0,3.254733981505212,1.0
6375,0.11661299948637129,0.0,0.0,3.254733981505212,1.0
6376,0.10064400039327187,0.0,0.0,3.254733981505212,1.0
6377,0.09817200058407158,0.0,0.0,3.254733981505214,1.0
6378,0.09437100019047129,0.0,0.0,3.254733981505214,1.0
6379,-9.907062999294373,0.0,-10.000000000000002,3.254733981505203,1.0
6380,0.0,0.0,-0.09512700025619969,2.3288080555792776,1.0
6381,3.0321544239325684,0.0,2.936286423954197,2.32,1.0
6382,0.17799300049137157,0.0,0.0,2.5402214817965647,1.0
6383,0.0,0.0,-0.1701120020544,2.5402214817965603,1.0
6384,10.087572999970872,0.0,10.0,2.524470370495227,1.0
6385,0.08517900054567187,0.0,0.0,3.274470370495227,0.0
6386,-9.909738999182172,0.0,-10.000000000000002,3.274470370495227,1.0
6387,0.0,0.0,-0.0925410002312997,2.3485444445693013,1.0
6388,0.0,0.0,-0.10350000059699971,2.3399758334367737,1.0
